,TCUID,Company,Country,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
16882,227389,Encavis AG,GERMANY,DE0006095003,Utilities,1830.43,264.385,14533.728,5.494,0.794,43.626,Estimated data,333.143679578618
16910,227397,Hibernia reit plc,IRELAND,IE00BGHQ1986,Real Estate,1829.734,1777.396,2091.394,26.638,25.876,30.448,Exact Value from Environmental/CSR,68.6882
16967,227414,Catena Media plc,MALTA,MT0001000109,Communication Services,378.524,1000.891,5354.642,3.133,8.285,44.326,Estimated data,120.801295985012
17030,227434,Hapag-Lloyd Aktiengesellschaft,GERMANY,DE000HLAG475,Industrials,13923948.959,248402.435,1614049.344,956.505,17.064,110.877,Derived from previous year,14557.113695004917
17035,227435,MediGene AG,GERMANY,DE000A1X3W00,Health Care,179.23,203.959,684.68,19.652,22.364,75.073,Estimated data,9.120136040558
17085,227457,Hornbach Holding AG & Co. KGaA,GERMANY,DE0006083405,Consumer Discretionary,62999.248,212573.03,357749.72,11.964,40.369,67.939,Estimated data,5265.758448500525
17105,227461,Merus N.V.,NETHERLANDS,NL0011606264,Health Care,417.632,627.947,2599.254,13.948,20.971,86.807,Estimated data,29.943
17116,227463,Per Aarsleff Holding A/S,DENMARK,DK0060700516,Industrials,38198.412,21686.334,319380.615,19.159,10.877,160.186,Estimated data,1993.805000207616
17176,227485,Fortnox AB (publ),SWEDEN,SE0017161243,Information Technology,327.688,389.482,2658.363,4.349,5.17,35.285,Estimated data,75.339425805784
17209,227495,Humana AB (publ),SWEDEN,SE0008040653,Health Care,14564.992,37374.332,74561.892,17.258,44.285,88.349,Estimate used instead of disclosure - data does not cover global operations,843.943007195875
17231,227503,Hypoport SE,GERMANY,DE0005493365,Financials,1597.079,3616.746,20954.845,3.614,8.184,47.419,Estimated data,441.907169823256
17329,227529,NHOA S.A.,FRANCE,FR0012650166,Industrials,429.158,212.475,1746.615,34.071,16.868,138.663,Estimated data,12.596090721748
17335,227531,ENAV S.p.A.,ITALY,IT0005176406,Industrials,3168.62,18422.265,63863.279,3.774,21.941,76.06,Value summed up from data provided in Environmental/CSR,839.640632494382
17352,227537,Uniper SE,GERMANY,DE000UNSE018,Communication Services,42904253.0,714202.194,17613429.281,737.253,12.273,302.664,Exact Value from CDP,58194.72066175952
17368,227541,Motorpoint Group Plc,UNITED KINGDOM,GB00BD0SFR60,Consumer Discretionary,39156.295,51895.692,78051.124,30.265,40.112,60.329,Derived from previous year,1293.7674
17373,227542,"MONETA Money Bank, a.s.",CZECH REPUBLIC,CZ0008040318,Financials,728.5,11723.6,7455.751,2.284,36.752,23.373,Value derived from data provided in CDP,318.994834065679
17500,227577,AB Science S.A.,FRANCE,FR0010557264,Health Care,28.993,21.518,161.255,16.07,11.927,89.377,Estimated data,1.8042
17594,227609,Sif Holding N.V.,NETHERLANDS,NL0011660485,Industrials,18626.36,20132.414,369651.232,48.721,52.661,966.905,Estimate used instead of disclosure - data does not cover global operations,382.303742254259
17684,227646,Dometic Group AB (publ),SWEDEN,SE0007691613,Consumer Discretionary,59968.167,29690.021,244062.098,34.071,16.868,138.663,Estimate used instead of disclosure - data does not cover global operations,1760.106076132228
17710,227653,New Work SE,GERMANY,DE000NWRK013,Communication Services,1179.708,2930.781,15111.203,3.448,8.567,44.171,Estimated data,342.103113260341
17712,227654,Digital Bros S.p.A.,ITALY,IT0001469995,Communication Services,2896.306,2163.331,7298.415,19.662,14.686,49.545,Estimated data,147.307581677534
17734,227661,NNIT A/S,DENMARK,DK0060580512,Health Care,3907.971,2259.838,11264.029,9.032,5.223,26.034,Estimated data,432.670005958877
17740,227663,Deutsche Pfandbriefbank AG,GERMANY,DE0008019001,Financials,444.681,3425.674,13311.586,0.968,7.458,28.982,Estimated data,459.312
17745,227664,Intertrust N.V.,NETHERLANDS,NL0010937058,Industrials,2095.867,1848.519,22081.591,3.258,2.873,34.323,Estimated data,643.343413164772
17752,227669,Italian Wine Brands S.p.A.,ITALY,IT0005075764,Consumer Staples,11525.78,6880.851,89186.718,49.127,29.329,380.144,Estimated data,234.613077353374
17768,227674,Sinch AB (publ),SWEDEN,SE0016101844,Information Technology,6161.226,11053.232,39215.848,7.01,12.576,44.62,Estimated data,878.881231492617
17792,227685,Scout24 SE,GERMANY,DE000A12DM80,Communication Services,163.298,383.49,19067.837,0.381,0.895,44.522,Derived from previous year,428.279385765579
17797,227686,Scandinavian Tobacco Group A/S,DENMARK,DK0060696300,Consumer Staples,8186.086,10106.681,278142.645,6.688,8.257,227.238,Estimated data,1224.012816857516
17880,227708,Bonava AB (publ),SWEDEN,SE0008091581,Consumer Discretionary,3209.0,7154.0,386620.013,1.738,3.876,209.448,Value derived from data provided in CDP,1845.9013
17931,227720,ASR Nederland N.V.,NETHERLANDS,NL0011872643,Financials,1158.0,16909.082,219287.608,0.131,1.916,24.849,Value derived from data provided in CDP,8824.945306691503
17951,227735,Attendo AB (publ),SWEDEN,SE0007666110,Health Care,23031.093,59098.674,117902.012,17.258,44.285,88.349,Estimate used instead of disclosure - data does not cover global operations,1334.496426247974
18059,227771,Allane SE,GERMANY,DE000A0DPRE6,Industrials,17096.26,20515.458,49626.161,19.971,23.965,57.971,Estimated data,856.052774539791
18090,227783,Vitec Software Group AB (publ),SWEDEN,SE0007871363,Information Technology,1446.553,836.489,4169.43,9.032,5.223,26.034,Estimated data,160.154699135935
18117,227791,Resurs Holding AB (publ),SWEDEN,SE0007665823,Financials,261.309,1884.264,8388.264,0.872,6.29,28.0,Estimated data,299.581848291096
18228,227869,TF Bank AB (publ),SWEDEN,SE0007331608,Financials,63.385,488.294,1897.428,0.968,7.458,28.982,Estimated data,65.470147059763
18298,227912,Origin Enterprises Plc,IRELAND,IE00B1WV4493,Consumer Staples,19067.366,2539.826,64355.643,10.835,1.443,36.569,Exact Value from Annual Report/10K/Financial Accounts Disclosure,1759.8429
18446,228003,"Pharma Mar, S.A.",SPAIN,ES0169501022,Health Care,3243.995,8241.484,15448.495,10.543,26.786,50.209,Estimated data,307.683205147916
18515,228054,Nordic Waterproofing Holding AB (publ),SWEDEN,SE0014731089,Industrials,2536.0,2040.453,84888.217,7.07,5.689,236.662,Value derived from data provided in Annual Report/Financial Accounts Disclosure,358.689353257822
18526,228057,Signify N.V.,NETHERLANDS,NL0011821392,Industrials,161000.0,160063.282,1160223.044,21.726,21.599,156.564,Value derived from data provided in CDP,7410.5381
18585,228158,"Laboratorio Reig Jofre, S.A.",SPAIN,ES0165359029,Health Care,2435.0,5155.0,21904.087,9.14,19.349,82.215,Value derived from data provided in Environmental/CSR,266.424904782303
18599,228163,LeoVegas AB (publ),SWEDEN,SE0008091904,Consumer Discretionary,1920.757,2282.963,15582.105,4.349,5.17,35.285,Estimated data,441.605185322679
18608,228253,Tokmanni Group Oyj,FINLAND,FI4000197934,Consumer Discretionary,5684.332,16331.055,83950.382,4.63,13.301,68.373,Exact Value from Environmental/CSR,1227.833359191367
18618,228259,XTB S.A.,POLAND,PLXTRDM00011,Financials,83.01,1469.792,5807.887,0.405,7.174,28.347,Estimated data,204.884788714308
18671,228368,Adient plc,IRELAND,IE00BD845X29,Consumer Discretionary,151371.34789573218,282358.73738258664,4697059.534890889,11.947225563988336,22.285614631616937,370.7229309306148,Estimated data,12670.0
18675,228369,Italgas S.p.A.,ITALY,IT0005211237,Utilities,173079.0,7264.0,763454.197,72.358,3.037,319.171,Exact Value from CDP,2391.98985484815
18681,228370,Phoenix Spree Deutschland Limited,UNITED KINGDOM,JE00B248KJ21,Real Estate,1334.211,1511.538,829.348,48.983,55.493,30.448,Exact Value from Annual Report/10K/Financial Accounts Disclosure,27.238499094693
18791,228407,AmRest Holdings SE,SPAIN,ES0105375002,Consumer Discretionary,531551.0,129119.0,304266.657,306.246,74.39,175.299,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1735.697946049527
18827,228686,Luceco PLC,UNITED KINGDOM,GB00BZC0LP49,Industrials,695.0,3902.0,45725.246,3.075,17.266,202.335,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,225.988331839432
18843,228690,Hollywood Bowl Group Plc,UNITED KINGDOM,GB00BD0NVK62,Consumer Discretionary,568.4,2695.0,11081.005,5.613,26.613,109.424,Value derived from data provided in Annual Report/Financial Accounts Disclosure,101.266721960832
18849,228691,ConvaTec Group Plc,UNITED KINGDOM,GB00BD3VFW73,Health Care,4874.0,27171.602,220484.01,2.573,14.344,116.393,Exact Value from CDP,1894.3
18885,228699,Gemini Student Living Limited,UNITED KINGDOM,GB00B8460Z43,Real Estate,1792.0,1361.907,1832.028,29.782,22.634,30.448,Value derived from data provided in Annual Report/Financial Accounts Disclosure,60.169786890039
18890,228700,NewRiver REIT plc,UNITED KINGDOM,GB00BD7XPJ64,Real Estate,1322.0,3356.0,5695.999,7.067,17.939,30.448,Value derived from data provided in Annual Report/Financial Accounts Disclosure,187.075199563761
18921,228716,Kitron ASA,NORWAY,NO0003079709,Information Technology,15305.018,13346.796,67470.865,36.35,31.699,160.247,Derived from previous year,421.042221149239
18926,228717,NEXT Biometrics Group ASA,NORWAY,NO0010629108,Information Technology,55.697,63.093,1093.56,9.074,10.279,178.162,Estimated data,6.138
18933,228718,Norwegian Finans Holding ASA,NORWAY,NO0010387004,Financials,298.694,402.095,9032.293,0.738,0.993,22.309,Derived from previous year,404.878154791758
18939,228719,Hexagon Composites ASA,NORWAY,NO0003067902,Industrials,2825.0,7242.0,87912.052,8.634,22.133,268.682,Value derived from data provided in Environmental/CSR,327.197015079287
18944,228721,Asetek A/S,DENMARK,DK0060477263,Information Technology,2349.863,227.181,8490.994,32.301,3.123,116.715,Estimate used instead of disclosure - data does not cover global operations,72.75
18948,228722,Axactor ASA,NORWAY,NO0010840515,Financials,1885.811,4913.071,9643.482,8.224,21.425,42.054,Estimated data,229.314089375693
18953,228723,B2Holding ASA,NORWAY,NO0010633951,Financials,236.935,1825.267,7092.676,0.968,7.458,28.982,Estimate used instead of disclosure - data does not cover global operations,244.730505716665
19008,228757,Technogym S.p.A.,ITALY,IT0005162406,Consumer Discretionary,6792.647,9996.539,149224.964,11.693,17.208,256.876,Estimate used instead of disclosure - data does not cover global operations,580.921428262817
19033,228782,Reno De Medici S.p.A.,ITALY,IT0001178299,Materials,450805.0,186218.979,267187.833,574.823,237.449,340.692,Value derived from data provided in Environmental/CSR,784.249652880629
19038,228786,"Quabit Inmobiliaria, S.A.",SPAIN,ES0110944172,Real Estate,2598.124,11398.906,6254.333,12.648,55.493,30.448,Estimated data,205.412693172843
19064,228810,Retelit S.p.A.,ITALY,IT0004370463,Communication Services,1170.45,1737.62,8877.19,6.533,9.698,49.547,Estimated data,179.165878993359
19079,228820,Grupo Empresarial San José SA,SPAIN,ES0180918015,Industrials,17432.287,16500.902,196084.136,15.89,15.041,178.733,Exact Value from Annual Report/10K/Financial Accounts Disclosure,1097.080940682001
19090,228833,"Grupo Ezentis, S.A.",SPAIN,ES0172708234,Information Technology,30014.0,778.0,78603.676,70.052,1.816,183.459,Value derived from data provided in CDP,428.453786890206
19093,228834,Eurotech S.p.A.,ITALY,IT0003895668,Information Technology,2549.697,246.459,9154.878,32.301,3.122,115.977,Estimated data,78.9367
19105,228838,EL.En. S.p.A.,ITALY,IT0005453250,Health Care,1676.0,2051.0,98697.525,3.603,4.41,212.205,Value derived from data provided in Environmental/CSR,465.105504010321
19113,228848,Nueva expresion textil SA,SPAIN,ES0126962069,Consumer Discretionary,11164.833,3260.661,22923.595,167.147,48.815,343.185,Estimated data,66.796597779928
19117,228856,Cembre SpA,ITALY,IT0001128047,Industrials,1925.09,2999.99,42404.057,12.246,19.084,269.74,Value derived from data provided in Environmental/CSR,157.2032
19128,228884,"Amper, S.A.",SPAIN,ES0109260531,Information Technology,2467.417,4077.313,28574.008,10.79,17.831,124.957,Estimate used instead of disclosure - data does not cover global operations,228.6701
19238,229973,Unieuro S.p.A.,ITALY,IT0005239881,Consumer Discretionary,988.211,25331.528,140678.397,0.363,9.305,51.677,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,2722.2762
19560,230040,Greencoat UK Wind PLC,UNITED KINGDOM,GB00B8SC6K54,Energy,81.743,390.897,6617.471,0.41,1.961,33.204,Estimated data,199.298115755686
19564,230041,VPC Specialty Lending Investments PLC,UNITED KINGDOM,GB00BVG6X439,Financials,19.686,94.137,1593.639,0.41,1.961,33.204,Estimated data,47.995568886541
19578,230045,Civitas Social Housing Plc,UNITED KINGDOM,GB00BD8HBD32,Real Estate,742.085442597052,3255.7957672936627,1786.3846333372294,12.648314109036573,55.49270363731237,30.44764479266873,Estimated data,58.6707
19583,230047,BFF Bank S.p.A.,ITALY,IT0005244402,Financials,231.704,1785.091,6936.559,0.968,7.458,28.982,Derived from previous year,239.343731479677
22350,231668,Treasure ASA,NORWAY,NO0010763550,Industrials,86.78945893859364,1536.702776010617,6072.286645064299,0.4051568490028274,7.173747390485207,28.34708907560873,Estimated data,214.212
22355,231669,Aker BP ASA,NORWAY,NO0010345853,Energy,845386.0,157092.269,294772.381,294.194,54.668,102.581,Exact Value from CDP,2873.57
22378,231765,Essity AB (publ),SWEDEN,SE0009922164,Consumer Staples,1366982.0,1285054.749,2242266.459,103.383,97.187,169.58,Exact Value from CDP,13222.4617
23268,231939,PORR AG,AUSTRIA,AT0000609607,Industrials,132543.0,29042.0,967924.536,25.0,5.478,182.565,Value derived from data provided in Environmental/CSR,5301.8057
23298,231946,Altarea SCA,FRANCE,FR0000033219,Real Estate,66468.061,30082.362,600101.337,19.066,8.629,172.136,Derived from previous year,3486.212408809701
23376,231962,Surteco Group SE,GERMANY,DE0005176903,Consumer Discretionary,17165.0,29555.0,208095.753,23.871,41.101,289.39,Value derived from data provided in Environmental/CSR,719.08317602843
23419,231970,Onxeo SA,FRANCE,FR0010095596,Health Care,12.354,73.35,44.043,6.103,36.236,21.758,Estimated data,2.024199932723
23451,231976,Compagnie du Bois Sauvage S.A.,BELGIUM,BE0003592038,Financials,121.125,1696.905,6203.437,0.554,7.761,28.373,Estimated data,218.64163843874
23576,232005,Comarch S.A.,POLAND,PLCOMAR00012,Information Technology,2106.0,14570.0,19526.549,5.344,36.972,49.549,Value derived from data provided in Environmental/CSR,394.082197077888
23609,232011,Lotus Bakeries NV,BELGIUM,BE0003604155,Consumer Staples,27917.885,36583.114,265187.348,36.93,48.392,350.79,Estimate used instead of disclosure - data is normalised and no aggregating factor is available,755.9718
23652,232020,Datalex plc,IRELAND,IE0000527006,Information Technology,127.507,145.729,1006.597,4.542,5.192,35.86,Estimated data,28.070000669241
23928,232073,Groupe CRIT SA,FRANCE,FR0000036675,Industrials,18256.262,18414.531,53197.539,9.143,9.222,26.641,Estimated data,1996.810673347153
23934,232074,Grieg Seafood ASA,NORWAY,NO0010365521,Consumer Staples,26995.931,3090.163,418049.785,42.144,4.824,652.628,Exact Value from CDP,640.563977039974
24023,232092,H+H International A/S,DENMARK,DK0015202451,Materials,118980.0,51533.0,399450.713,293.226,127.003,984.446,Value derived from data provided in Environmental/CSR,405.7619
24260,232140,LPKF Laser & Electronics AG,GERMANY,DE0006450000,Information Technology,4188.977,2695.173,20803.73,36.069,23.207,179.128,Estimate used instead of disclosure - data does not cover global operations,116.138696370377
24344,232156,Montea Comm. VA,BELGIUM,BE0003853703,Real Estate,1190.75,5224.249,2866.433,12.648,55.493,30.448,Estimated data,94.142996871035
24365,232160,Aptitude Software Group plc,UNITED KINGDOM,GB00BJV2F804,Information Technology,38.0,321.331,2593.144,0.517,4.372,35.285,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,73.491097698067
24473,232182,MDxHealth SA,BELGIUM,BE0003844611,Health Care,359.94,280.497,1062.062,19.498,15.195,57.533,Estimated data,18.459999735928
24489,232185,Paion AG,GERMANY,DE000A0B65S3,Health Care,359.991,267.177,2002.192,16.07,11.927,89.377,Estimated data,22.401547618951
24566,232201,Protector Forsikring ASA,NORWAY,NO0010209331,Financials,299.848,1119.194,14209.149,0.513,1.916,24.326,Estimated data,584.113529340422
24614,232211,Resilux NV,BELGIUM,BE0003707214,Materials,33918.976,51973.835,141109.632,79.637,122.028,331.307,Estimate used instead of disclosure - data is normalised and no aggregating factor is available,425.917868828359
24619,232212,Retail Estates N.V.,BELGIUM,BE0003720340,Real Estate,1496.895,1253.731,3603.4,12.648,10.594,30.448,Estimated data,118.3474
24631,232215,Ringkjobing Landbobank AS Reg,DENMARK,DK0060854669,Financials,219.671,295.715,6642.687,0.738,0.993,22.309,Estimate used instead of disclosure - data does not cover global operations,297.762605675347
24693,232227,Kendrion N.V.,NETHERLANDS,NL0000852531,Consumer Discretionary,4323.257,4312.873,72452.866,9.562,9.539,160.247,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,452.131684972817
24866,232265,Sparebanken More,NORWAY,NO0012483207,Financials,6.4,120.802,3154.164,0.044,0.834,21.77,Value derived from data provided in Annual Report/Financial Accounts Disclosure,144.88375219923
24871,232266,SpareBank 1 Nord-Norge,NORWAY,NO0006000801,Financials,10.556,102.615,9349.115,0.027,0.259,23.61,Value derived from data provided in Annual Report/Financial Accounts Disclosure,395.987628742656
25073,232305,Valneva SE,FRANCE,FR0004056851,Health Care,1004.945,1390.631,8662.949,7.992,11.06,68.898,Derived from previous year,125.736380002712
25137,232319,Wuestenrot & Wuerttembergische AG,GERMANY,DE0008051004,Financials,4576.075,20823.003,200401.777,0.568,2.586,24.889,Estimate used instead of disclosure - data does not cover global operations,8051.865223870696
25873,232471,Aktia Pankki Oyj,FINLAND,FI4000058870,Financials,0.0,556.64,3939.904,0.0,3.127,22.133,Value derived from data provided in Annual Report/Financial Accounts Disclosure,178.008374780676
25877,232472,HBM Healthcare Investments AG,SWITZERLAND,CH0012627250,Financials,77.451,1371.362,5418.94,0.405,7.174,28.347,Estimated data,191.163904140392
26023,232503,Norway Royal Salmon AS,NORWAY,NO0010331838,Consumer Staples,5915.3,60.679,203951.363,10.879,0.112,375.1,Exact Value from CDP,543.7252
26344,232576,Brack Capital Properties NV,NETHERLANDS,NL0009690619,Real Estate,2304.723,10111.647,5548.042,12.648,55.493,30.448,Estimated data,182.215793943822
26609,232636,Selvaag Bolig ASA,NORWAY,NO0010612450,Real Estate,3620.066,15882.531,8714.401,12.648,55.493,30.448,Estimated data,286.209352280188
26697,232655,Borregaard ASA,NORWAY,NO0010657505,Materials,131950.01,65414.0,257754.931,233.152,115.585,455.446,Exact Value from CDP,565.939199943406
27304,232781,uniQure N.V.,NETHERLANDS,NL0010696654,Health Care,230.487,1356.394,828.923,6.144,36.157,22.096,Estimated data,37.514001252165
27402,232806,Verkkokauppa.com Oyj,FINLAND,FI4000049812,Consumer Discretionary,5575.626,25310.586,43270.987,8.836,40.112,68.576,Estimated data,630.9967
27418,232811,Irish Residential Properties REIT PLC,IRELAND,IE00BJ34P519,Real Estate,1077.486,4727.318,2593.777,12.648,55.493,30.448,Estimated data,85.188097168663
27459,232821,Quotient Limited,SWITZERLAND,JE00BLG2ZQ72,Health Care,680.9284641386415,941.2171485267202,2846.8497355873706,20.85155757406423,28.822181177324847,87.17692722891262,Estimated data,32.656
27488,232828,Clipper Logistics Plc,UNITED KINGDOM,GB00BMMV6B79,Industrials,32555.0,9205.0,24095.703,51.363,14.523,38.017,Value derived from data provided in Annual Report/Financial Accounts Disclosure,633.816836069706
27528,232838,Gamesys Group plc,UNITED KINGDOM,GB00BZ14BX56,Consumer Discretionary,0.0,415.414,74861.285,0.0,0.445,80.209,Value derived from data provided in Annual Report/Financial Accounts Disclosure,933.324070379794
27597,232855,Ocean Yield AS,NORWAY,NO0010657448,Energy,81624.795,3326.039,42393.194,315.397,12.852,163.807,Estimated data,258.8001
27679,232871,Celyad Oncology SA,BELGIUM,BE0974260896,Health Care,0.112,0.127,0.428,19.652,22.364,75.073,Estimated data,0.0057
27683,232872,MGI Digital Graphic,FRANCE,FR0010353888,Information Technology,655.098,1156.853,13964.6,13.878,24.508,295.84,Estimated data,47.203144341036
27709,232877,Medicalgorithmics S.A.,POLAND,PLMDCLG00015,Health Care,515.751,302.4,4208.21,17.996,10.552,146.839,Estimated data,28.658699790362
27731,232883,ProQR Therapeutics N.V.,NETHERLANDS,NL0010872495,Health Care,16.357,24.595,101.806,13.948,20.971,86.807,Estimated data,1.17278428425
27856,232913,Ascendis Pharma A/S,DENMARK,US04351P1012,Health Care,127.348,94.514,708.28,16.07,11.927,89.377,Estimated data,7.924599736616
27882,232919,Multitude SE,FINLAND,FI4000106299,Financials,132.08,1017.502,3953.838,0.968,7.458,28.982,Estimated data,136.425926943416
27909,232925,Lucas Bols N.V.,NETHERLANDS,NL0010998878,Consumer Staples,5489.494,636.124,12730.466,58.823,6.816,136.414,Estimated data,93.32221373616
27972,232938,Poxel S.A.,FRANCE,FR0012432516,Health Care,108.191,162.675,673.36,13.948,20.971,86.807,Estimated data,7.757
28005,232944,Eurocell Plc,UNITED KINGDOM,GB00BVV2KN49,Industrials,10882.458,7270.249,41580.651,32.9,21.98,125.707,Value split from data provided in Annual Report/Financial Accounts Disclosure,330.774067998806
28016,232947,Evolution AB (publ),SWEDEN,SE0012673267,Consumer Discretionary,5931.654,26345.095,37924.85,9.275,41.194,59.3,Estimated data,639.5424
28034,232951,Revolution Bars Group Plc,UNITED KINGDOM,GB00BVDPPV41,Consumer Discretionary,1580.15,4912.49,25350.098,11.392,35.417,182.763,Value derived from data provided in CDP,138.7045
28095,232965,ePRICE S.p.A.,ITALY,IT0005084717,Consumer Discretionary,1043.64,4737.609,8099.418,8.836,40.112,68.576,Estimated data,118.109297008819
28100,232966,Enento Group Oyj,FINLAND,FI4000123195,Industrials,300.372,441.391,5122.284,1.734,2.548,29.574,Value split from data provided in Environmental/CSR,173.2005
28121,232971,Biocartis Group NV,BELGIUM,BE0974281132,Health Care,1164.295,1241.223,5830.684,18.387,19.602,92.079,Estimated data,63.322373218808
28127,232972,Pihlajalinna Oyj,FINLAND,FI4000092556,Health Care,11541.808,4861.161,22281.184,19.908,8.385,38.432,Estimated data,579.761180973192
28145,232975,windeln.de SE,GERMANY,DE000WNDL300,Consumer Discretionary,766.065,3477.556,5945.231,8.836,40.112,68.576,Estimated data,86.695997118546
28149,232976,Non-Standard Finance Plc,UNITED KINGDOM,GB00BRJ6JV17,Financials,276.62,1520.761,5909.417,1.357,7.458,28.982,Exact Value from Annual Report/10K/Financial Accounts Disclosure,203.902531986612
28203,232987,Nobina AB (publ),SWEDEN,SE0007185418,Industrials,58767.112,27593.64,117916.053,52.622,24.708,105.586,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,1116.7731
28282,233002,Banca Sistema S.p.A.,ITALY,IT0003173629,Financials,96.179,643.552,2883.804,0.922,6.171,27.653,Estimate used instead of disclosure - data does not cover global operations,104.285396021828
28287,233004,Formycon AG,GERMANY,DE000A1EWVY8,Health Care,634.394,470.832,3528.36,16.07,11.927,89.377,Estimated data,39.4771
28292,233005,Revenio Group Oyj,FINLAND,FI0009010912,Health Care,1253.221,734.799,10225.503,17.996,10.552,146.839,Estimated data,69.6376
28297,233006,RTX A/S,DENMARK,DK0010267129,Information Technology,2993.074,798.869,9334.118,34.141,9.112,106.47,Estimated data,87.669293614576
28303,233007,Suominen Oyj,FINLAND,FI0009010862,Consumer Staples,45423.0,88170.13,192088.504,86.848,168.58,367.271,Value derived from data provided in Annual Report/Financial Accounts Disclosure,523.015070665603
28424,233035,Amplitude Surgical SA,FRANCE,FR0012789667,Health Care,1949.237,1402.085,13549.508,19.968,14.363,138.799,Derived from previous year,97.619799396572
28741,233106,Sbanken ASA,NORWAY,NO0010739402,Financials,136.593,183.879,4130.49,0.738,0.993,22.309,Estimate used instead of disclosure - data does not cover global operations,185.151798834513
28791,233118,Scandic Hotels Group AB (publ),SWEDEN,SE0007640156,Consumer Discretionary,1774.5,50934.423,56516.466,2.187,62.785,69.666,Exact Value from CDP,811.2539
28942,233150,Xior Student Housing NV,BELGIUM,BE0974288202,Real Estate,3284.344,8518.529,7130.523,40.529,105.119,87.991,Exact Value from Annual Report/10K/Financial Accounts Disclosure,81.037197306624
28947,233151,EDAG Engineering Group AG,SWITZERLAND,CH0303692047,Consumer Discretionary,3650.506,18109.013,38630.156,4.78,23.712,50.583,Exact Value from Environmental/CSR,763.696874617544
29079,233178,Lehto Group Oyj,FINLAND,FI4000081138,Industrials,13129.951,6891.931,124841.277,21.15,11.101,201.094,Estimated data,620.812072436489
29167,233198,Maisons du Monde S.A.,FRANCE,FR0013153541,Consumer Discretionary,2041.118,13594.755,83587.608,1.459,9.721,59.767,Value derived from data provided in CDP,1398.5653
29174,233199,Basic-Fit N.V.,NETHERLANDS,NL0011872650,Consumer Discretionary,4326.038,37596.416,31269.57,10.073,87.543,72.811,Estimated data,429.463575250422
29210,233206,Investis Holding SA,SWITZERLAND,CH0325094297,Real Estate,2407.185,10561.188,5794.695,12.648,55.493,30.448,Estimated data,190.316695649785
29252,233215,Talend S.A.,FRANCE,US8742242071,Information Technology,1250.352,1486.136,10143.457,4.349,5.17,35.285,Estimated data,287.471
29272,233219,UBM Development AG,AUSTRIA,AT0000815402,Real Estate,3162.457,13874.835,7612.821,12.648,55.493,30.448,Estimate used instead of disclosure - data does not cover global operations,250.029891689932
29282,233221,flatexDEGIRO AG,GERMANY,DE000FTG1111,Financials,543.697,457.224,6655.236,1.864,1.567,22.814,Estimated data,291.712139927431
29287,233222,HELMA Eigenheimbau Aktiengesellschaft,GERMANY,DE000A0EQ578,Consumer Discretionary,6531.176,3402.523,65454.259,20.915,10.896,209.602,Estimated data,312.278604853863
29293,233224,SNP Schneider-Neureither & Partner SE,GERMANY,DE0007203705,Information Technology,1191.997,901.635,7210.421,7.274,5.502,44.0,Estimated data,163.87181453542
29298,233225,Clavister Holding AB (publ.),SWEDEN,SE0005308558,Information Technology,134.358,86.436,740.194,8.827,5.679,48.628,Estimated data,15.2215
29304,233226,Hansa Biopharma AB (publ),SWEDEN,SE0002148817,Health Care,4.042,23.999,14.41,6.103,36.236,21.758,Estimated data,0.662299996427
29309,233227,Gaming Innovation Group Inc.,MALTA,US36467X2062,Consumer Discretionary,248.513,720.699,3241.228,3.46,10.033,45.121,Estimated data,71.833894776053
29314,233228,Immunovia AB (publ),SWEDEN,SE0006091997,Health Care,0.548,0.824,3.413,13.948,20.971,86.807,Estimated data,0.03931377797
29319,233229,Invisio AB (publ),SWEDEN,SE0001200015,Industrials,524.266,593.884,9808.906,9.074,10.279,169.774,Estimated data,57.776099688287
29325,233230,Magnolia Bostad AB (publ),SWEDEN,SE0007074505,Real Estate,3239.013,14210.714,7797.111,12.648,55.493,30.448,Estimated data,256.082566168398
29330,233231,Paradox Interactive AB (publ),SWEDEN,SE0008294953,Communication Services,847.319,1007.102,6873.861,4.349,5.17,35.285,Estimated data,194.808899163088
29336,233232,Plastiques du Val de Loire,FRANCE,FR0013252186,Materials,10300.0,47000.0,300614.187,14.581,66.534,425.554,Value derived from data provided in Annual Report/Financial Accounts Disclosure,706.406927394412
29341,233233,Stendoerren Fastigheter AB-B,SWEDEN,SE0006543344,Real Estate,894.231,3923.312,2152.636,12.648,55.493,30.448,Estimate used instead of disclosure - data does not cover global operations,70.6996
29348,233234,ForFarmers N.V.,NETHERLANDS,NL0011832811,Consumer Staples,60658.749,96354.257,3257971.962,22.63,35.947,1215.441,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,2680.4846
