,TCUID,Company,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
5431,192140,Silergy Corp.,KYG8190F1028,Information Technology,4273.305,4840.761,110210.551,9.074,10.279,234.025,Estimated data,470.934501515612
5495,192155,"Suzhou Gold Mantis Construction Decoration Co., Ltd.",CNE000001P86,Industrials,35006.526,38469.82,328798.764,7.733,8.498,72.63,Estimated data,4527.041838165177
5573,192176,Tong Ren Tang Technologies Co. Ltd.,CNE100000585,Health Care,32890.868,62014.441,56066.485,49.268,92.893,83.983,Estimate based on partial data disclosure in Environmental/CSR,667.592762577933
5731,192216,"Yunnan Baiyao Group Co.,Ltd",CNE0000008X7,Health Care,19593.469,56584.152,424034.901,4.13,11.927,89.377,Value derived from fuel use provided in Environmental/CSR,4744.3204
5736,192217,"Zhejiang Wanfeng Auto Wheel Co., Ltd.",CNE000001PF1,Consumer Discretionary,134104.16,113568.044,580731.19,86.503,73.256,374.597,Derived from previous year,1550.28213221669
5741,192218,"Zhejiang Crystal-Optech Co., Ltd",CNE100000CT1,Information Technology,7445.561,14261.662,70855.493,15.941,30.535,151.704,Estimated data,467.064
5776,192224,"Zhejiang Yankon Group Co., Ltd.",CNE0000013L2,Industrials,32187.2,25837.397,109190.053,46.078,36.988,156.314,Estimated data,698.5319
5786,192226,Zhong An Group Limited,KYG9898N1161,Real Estate,346.5,23209.9,33884.5,0.321,21.533,31.436,Value derived from data provided in Environmental/CSR,1077.879337642284
6118,192312,Wisdom Sports Group,KYG9722N1007,Communication Services,5.18,8.874,87.527,3.998,6.849,67.552,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1.295699960982
6128,192314,Wison Engineering Services Co. Ltd.,KYG972301090,Energy,4177.0,8888.0,38816.58,5.443,11.582,50.583,Value derived from data provided in Environmental/CSR,767.382376891252
6441,203160,Jutal Offshore Oil Services Limited,KYG520771075,Energy,11842.0,26036.341,97145.601,22.408,49.268,183.826,Value derived from data provided in Environmental/CSR,528.464938415126
6444,203163,China Aluminum International Engineering Corporation Limited,CNE1000036M9,Industrials,6020.711,2989.66,579332.479,1.805,0.896,173.641,Derived from previous year,3336.385308103459
6449,203165,Tian Ge Interactive Holdings Limited,KYG887641085,Communication Services,91.487,578.691,4544.754,1.915,12.116,95.151,Estimate used instead of disclosure - data does not cover global operations,47.763617519116
6459,203167,Boyaa Interactive International Limited,KYG127751058,Communication Services,221.512,263.283,1797.009,4.349,5.17,35.285,Estimated data,50.9282
6465,203169,HC Group Inc.,KYG4364T1013,Industrials,7088.545,19495.342,94522.285,3.367,9.259,44.892,Estimate used instead of disclosure - data does not cover global operations,2105.540988493116
6470,203170,Pacific Online Limited,KYG9684P1019,Communication Services,1054.071,2893.43,5912.086,7.519,20.64,42.174,Estimate used instead of disclosure - data does not cover global operations,140.1833
6872,203566,BAIC Motor Corporation Limited,CNE100001TJ4,Consumer Discretionary,216661.55,691380.66,6842985.545,8.449,26.962,266.858,Value derived from data provided in Annual Report/Financial Accounts Disclosure,25642.8127
6886,203568,"CGN Power Co., Ltd.",CNE100001T80,Utilities,89808.94,26926.214,1700852.991,8.781,2.633,166.302,Estimated data,10227.494596020955
7302,205034,"Inner Mongolia Erdos Resources Co.,ltd.",CNE000000J85,Materials,5166581.194,410033.061,1810066.038,1540.844,122.285,539.821,Estimated data,3353.084511850188
7419,207176,"Shengjing Bank Co., Ltd.",CNE100001TK2,Financials,502.467,2681.079,20062.143,0.615,3.28,24.543,Estimate used instead of disclosure - data does not cover global operations,817.434976465617
7974,207375,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",CNE000000Q94,Health Care,19801.259,14696.013,110130.175,16.07,11.927,89.377,Estimated data,1232.193
7982,207376,"Camel Group Co., Ltd.",CNE1000013D7,Industrials,51887.725,25585.974,356453.43,37.148,18.318,255.197,Estimated data,1396.7779
7992,207377,Top Energy Company Ltd.shanxi,CNE000000NK8,Utilities,6052254.829,415.509,246574.981,6016.66,0.413,245.125,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,1005.91606960752
8000,207379,"Shanghai Prosolar Resources Development Co., Ltd",CNE000000YZ3,Materials,3439.661,1833.866,28999.804,21.66,11.548,182.616,Estimated data,158.8018
8009,207380,"JiShi Media Co., Ltd.",CNE100001BY1,Communication Services,436.255,2103.692,12654.382,1.528,7.366,44.308,Estimated data,285.5977
8023,207382,Greenland Holdings Corporation Limited,CNE000000388,Real Estate,1207180.572,2208243.984,8005810.029,17.31,31.665,114.798,Estimated data,69738.199639748
8031,207383,Kaile Science and Technology Co;Ltd.Hubei,CNE0000013H0,Information Technology,54397.656,15885.115,164393.124,44.17,12.898,133.483,Estimated data,1231.562562789897
8039,207384,"Chongqing Brewery Co., Ltd.",CNE000000TL3,Consumer Staples,66905.224,44904.651,625018.541,42.201,28.324,394.232,Estimated data,1585.406696778316
8048,207385,China Railway Hi-tech Industry Corporation Limited,CNE0000017Z3,Industrials,45490.732,50738.607,1065063.376,12.924,14.415,302.592,Estimated data,3519.8041
8057,207386,"Gem-Year Industrial Co.,Ltd.",CNE000001QW4,Industrials,13126.396,14458.573,127987.951,35.922,39.568,350.256,Estimated data,365.412099963459
8065,207387,"Neway Valve (Suzhou) Co., Ltd.",CNE100001SJ6,Industrials,16281.234,15012.798,136367.946,30.935,28.525,259.108,Estimated data,526.2985
8073,207388,Foshan Haitian Flavouring and Food Company Ltd.,CNE100001SL2,Consumer Staples,89517.381,46441.279,1753279.598,27.106,14.063,530.9,Value split from data provided in Environmental/CSR,3302.4684
8082,207389,Ningbo Zhoushan Port Company Limited,CNE100000V12,Industrials,91865.191,44026.692,240364.389,29.811,14.287,77.999,Estimated data,3081.635047016307
8091,207390,"Jointown Pharmaceutical Group Co., Ltd",CNE100000W45,Health Care,295213.192,252052.804,826943.525,18.378,15.691,51.481,Estimated data,16063.182996787364
8100,207391,"China Aerospace Times Electronics CO., LTD.",CNE000000J93,Industrials,19017.161,48264.831,203486.036,9.369,23.778,100.249,Estimated data,2029.79853887519
8109,207392,"Tianjin Port Co., Ltd.",CNE000000L16,Industrials,57988.791,27791.317,151727.114,29.811,14.287,77.999,Estimated data,1945.244862610534
8117,207393,"Vcanbio Cell & Gene Engineering Corp., Ltd",CNE000000545,Health Care,3350.377,4174.867,15180.256,17.532,21.846,79.435,Estimated data,191.103488191875
8125,207394,"Besttone Holding Co.,Ltd",CNE0000005N4,Consumer Discretionary,3992.483,12146.34,33915.876,6.193,18.841,52.609,Estimated data,644.678385970204
8133,207395,"Shanghai New Huang Pu Industrial Group Co., Ltd.",CNE0000005M6,Real Estate,2349.31,10044.487,7410.892,12.17,52.032,38.389,Estimated data,193.046099961391
8141,207396,Hundsun Technologies Inc.,CNE000001GD5,Information Technology,2641.755,3198.63,21326.476,4.369,5.29,35.274,Estimate used instead of disclosure - data does not cover global operations,604.602666890709
8150,207397,"Jiangsu Zhongtian Technology Co., Ltd.",CNE000001CW4,Industrials,263783.051,200054.382,1845661.295,41.313,31.332,289.063,Estimated data,6384.9806
8159,207398,"Pengxin International Mining Co.,Ltd",CNE000001F54,Materials,368570.14,219990.673,385658.779,291.896,174.225,305.429,Estimated data,1262.678299621197
8167,207399,"Guangdong Guanhao High-Tech Co., Ltd.",CNE000001F47,Materials,210320.47,37493.692,94029.034,594.947,106.061,265.986,Estimate used instead of disclosure - data does not cover global operations,353.5112
8179,207401,"Yingkou Port Liability Co.,Ltd",CNE0000019S4,Industrials,21515.135,10311.198,56294.143,29.811,14.287,77.999,Estimated data,721.729228721552
8187,207402,"Beijing Gehua CATV Network Co.,Ltd.",CNE0000016Y8,Communication Services,1820.116,3413.04,21969.097,4.878,9.146,58.873,Estimated data,373.163867347492
8195,207403,"China Reform Culture Holdings Co., Ltd.",CNE0000004Y4,Materials,2567.508,1819.096,11736.481,38.139,27.022,174.341,Estimated data,67.319026866247
8203,207404,"Beijing Haohua Energy Resource Co., Ltd.",CNE100000N12,Energy,1445259.064,43476.729,163345.05,2286.422,68.781,258.414,Estimate used instead of disclosure - data does not cover global operations,632.104999873579
8211,207405,"Sichuan Swellfun Co.,Ltd",CNE000000NH4,Consumer Staples,21395.587,12773.091,165559.483,49.127,29.329,380.144,Estimated data,435.517986884928
8219,207406,China Gezhouba Group Company Limited,CNE000000QF1,Industrials,23842448.235,1143970.272,3491094.843,1461.204,70.109,213.955,Estimated data,16316.99219684166
8227,207407,"AVIC Industry-Finance Holdings Co., Ltd.",CNE000000KC1,Financials,23386.7,28970.336,85611.936,12.624,15.638,46.214,Estimate used instead of disclosure - data does not cover global operations,1852.505006220505
8235,207408,"Zhejiang Zheneng Electric Power Co., Ltd.",CNE100001SP3,Utilities,63220549.05,19873.143,5314374.604,8441.894,2.654,709.633,Estimated data,7488.90619925111
8243,207409,"Humanwell Healthcare (Group) Co.,Ltd.",CNE000000QW6,Health Care,18919.978,13275.483,282654.01,6.411,4.498,95.77,Value split from data provided in Environmental/CSR,2951.38974522131
8251,207410,"Chinese Universe Publishing and Media Group Co., Ltd.",CNE0000019X4,Communication Services,18251.871,17562.842,86957.96,12.183,11.723,58.043,Estimated data,1498.16635280597
8259,207411,"North Navigation Control Technology Co.,Ltd.",CNE000001F88,Industrials,4080.672,10356.59,43663.706,9.369,23.778,100.249,Estimated data,435.5509
8267,207412,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CNE000001DL5,Health Care,15100.696,11207.369,83986.692,16.07,11.927,89.377,Estimated data,939.686271702539
8276,207413,"Zhejiang Xinan Chemical Industrial Group Co.,Ltd",CNE000001907,Materials,293628.318,74663.346,602587.378,161.905,41.169,332.263,Estimated data,1813.587494257835
8284,207414,"Shanghai Tianchen Co.,Ltd",CNE000000610,Industrials,277.826,241.509,297.174,51.982,45.187,55.602,Estimated data,5.344661267732
8292,207415,"Beijing Electronic Zone Investment and Development Group Co., Ltd.",CNE000000974,Real Estate,6852.539,29831.281,16765.962,12.543,54.603,30.689,Estimated data,546.326299945367
8300,207416,Neusoft Corporation,CNE000000KJ6,Information Technology,12502.876,7735.309,83207.21,11.321,7.004,75.341,Estimated data,1104.401165170039
8308,207417,"CMST Development Co.,Ltd.",CNE000000NS1,Industrials,210919.337,101083.78,551868.418,29.811,14.287,77.999,Estimated data,7075.3287
8316,207418,"Sichuan Changhong Electric Co.,Ltd.",CNE000000GJ4,Consumer Discretionary,199068.752,237639.757,2575999.505,14.546,17.365,188.232,Estimated data,13685.231822348713
8325,207419,"China South Publishing & Media Group Co., Ltd",CNE100000W03,Communication Services,8374.253,13583.043,109845.393,5.518,8.951,72.386,Estimated data,1517.504746021961
8336,207420,Shaanxi Coal Industry Company Limited,CNE100001T64,Energy,35650762.994,938975.131,3086270.448,2593.736,68.314,224.539,Estimated data,13744.948523977904
8868,209448,"Shenwan Hongyuan Group Co., Ltd.",CNE100002FD4,Financials,1709.163,30262.614,119582.829,0.405,7.174,28.347,Estimate used instead of disclosure - data does not cover global operations,4218.522372964546
9542,211345,Legend Holdings Corporation,CNE100001ZT0,Information Technology,7501454.439,1425496.651,5701110.131,123.485,23.466,93.848,Estimated data,60748.12446308322
9555,211347,Red Star Macalline Group Corporation Ltd.,CNE100001ZS2,Real Estate,36314.5,356727.06,75342.097,17.604,172.932,36.524,Value derived from data provided in Environmental/CSR,2062.816699473463
9684,213015,China Railway Signal & Communication Corporation Limited,CNE1000021L3,Information Technology,20336.6,71144.9,603305.207,3.498,12.237,103.769,Value derived from data provided in Environmental/CSR,5813.906197757435
9700,213028,"Beijing Originwater Technology Co., Ltd.",CNE100000N95,Industrials,111985.707,15298.894,77568.291,80.36,10.978,55.662,Estimated data,1393.555404532293
9766,213058,"Lianhe Chemical Technology Co., Ltd.",CNE100000C15,Materials,21671.0,426999.0,155476.547,31.277,616.278,224.396,Value derived from data provided in CDP,692.867267177396
9796,213064,"Shandong Nanshan Aluminium Co.,Ltd.",CNE000001139,Materials,771817.78,158950.715,2093059.45,238.875,49.195,647.795,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,3231.051273716572
9802,213067,Shenergy Company Limited,CNE0000005Q7,Utilities,23890018.066,25808.089,1213556.046,8365.586,9.037,424.952,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,2855.749335638616
9808,213068,"Shenzhen Noposion Agrochemicals Co.,Ltd",CNE1000009H6,Materials,209493.514,25905.693,183552.788,349.955,43.275,306.622,Estimated data,598.629303108926
9886,213098,"Gansu Gangtai Holding (Group) Co., Ltd.",CNE000000487,Consumer Discretionary,634.314,2061.232,3401.204,12.344,40.112,66.188,Estimated data,51.386824579272
9907,213106,"STO Express Co.,Ltd",CNE100000T99,Industrials,326052.23,45663.842,319614.598,104.341,14.613,102.281,Estimated data,3124.857652701945
9923,213109,Dongjiang Environmental Company Limited,CNE1000001B6,Industrials,143749.179,26329.21,41019.385,299.268,54.814,85.397,Estimate used instead of disclosure - data does not cover global operations,480.335746364977
9982,213124,"Nanjing Red Sun Co.,Ltd.",CNE0000002Z5,Materials,53359.028,12252.105,137360.281,91.56,21.024,235.7,Estimated data,582.774718546328
9984,213125,"Nanjing Yunhai Special Metals Co., Ltd.",CNE1000007X7,Materials,830315.254,301318.945,396205.63,963.816,349.766,459.909,Estimated data,861.487699913852
9998,213134,"Qinghai Salt Lake Industry Co.,Ltd",CNE000000SW2,Materials,274935.089,421916.849,338937.033,135.398,207.783,166.918,Estimated data,2030.562672922529
10601,213576,"Kandi Technologies Group, Inc.",US4837091010,Consumer Discretionary,945.06,531.385,20526.838,12.286,6.908,266.858,Estimated data,76.9205
10691,213622,Noah Holdings Limited,US65487X1028,Financials,199.36,3438.888,13584.238,0.416,7.179,28.359,Derived from previous year,479.003478818336
10786,213670,Future FinTech Group Inc.,US36117V1052,Consumer Discretionary,1.385,3.318,17.783,3.736,8.949,47.965,Estimated data,0.370743705475
10915,213745,TAL Education Group,US8740801043,Consumer Discretionary,58650.353687020615,23767.73782904716,177986.6916217764,17.917761997044153,7.261075899074319,54.37517386746875,Estimated data,3273.308
10920,213749,"Tarena International, Inc.",US8761082002,Consumer Discretionary,4927.332,1996.775,14953.015,17.918,7.261,54.375,Estimated data,274.997091718811
11151,213843,"Xinhua Winshare Publishing and Media Co., Ltd.",CNE1000004B0,Consumer Discretionary,2896.56,15976.184,71498.626,2.219,12.24,54.778,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1305.238058123634
11156,213844,"Xinyuan Real Estate Co., Ltd.",US98417P1057,Real Estate,15866.364,69611.446,38194.293,12.648,55.493,30.448,Estimated data,1254.4252
11194,213868,Tuniu Corporation,US89977P1066,Consumer Discretionary,473.478,586.636,3391.128,7.257,8.992,51.978,Estimated data,65.241091658643
11242,213900,"VNET Group, Inc.",US90138A1034,Information Technology,303.0,389940.0,33194.693,0.433,557.289,47.441,Value derived from data provided in Environmental/CSR,699.709078929148
11247,213901,"51job, Inc.",US3168271043,Industrials,3708.391,4666.794,10597.644,6.938,8.731,19.827,Estimated data,534.516983903699
11263,213905,BIT Mining Limited,US0554741001,Consumer Discretionary,33.601,211.673,253.534,10.63,66.966,80.209,Estimated data,3.1609
11316,213934,AirNet Technology Inc.,US00941Q1040,Communication Services,176.206,286.027,988.305,7.519,12.206,42.174,Estimated data,23.434
11339,213941,Alibaba Group Holding Limited,US01609W1027,Consumer Discretionary,510000.0,3710000.0,4780736.953,6.968,50.689,65.318,Value derived from data provided in Environmental/CSR,73191.41524424679
11753,214150,"CBAK Energy Technology, Inc.",US14986C1027,Industrials,1077.576,2596.534,10488.448,28.685,69.119,279.199,Estimated data,37.5662
11768,214156,China Distance Education Holdings Limited,US16944W1045,Consumer Discretionary,3769.627,1698.764,11306.474,17.988,8.106,53.954,Estimated data,209.558
11781,214178,ChinaCache International Holdings Ltd.,US16950M1071,Information Technology,175.21,396.296,2305.108,3.606,8.156,47.441,Estimated data,48.589240624335
12107,214311,"Central China Securities Co., Ltd.",CNE100001SS7,Financials,177.685,3146.111,12431.87,0.405,7.174,28.347,Estimate used instead of disclosure - data does not cover global operations,438.558972527855
12208,214354,Hua Hong Semiconductor Limited,HK0000218211,Information Technology,18135.0,430479.0,144213.932,18.865,447.819,150.023,Value derived from data provided in Environmental/CSR,961.279
